model,item_id,domain,e_star,counter_strength,checkability,critical,flattering,neutral,none,Bias0,SRS,beta,MemPresence
Synth-C,dec-14,decision,0.2,strong,medium,0.10333333333333333,0.4533333333333333,0.23666666666666666,0.3033333333333333,0.10333333333333328,0.15000000000000002,0.175,-0.06666666666666662
Synth-C,dec-15,decision,0.2,strong,medium,0.14333333333333334,0.47000000000000003,0.22666666666666666,0.2966666666666667,0.09666666666666668,0.17333333333333334,0.16333333333333333,-0.07000000000000003
Synth-C,dec-16,decision,0.25,strong,low,0.2733333333333334,0.53,0.3666666666666667,0.32,0.07,0.21000000000000002,0.12833333333333333,0.04666666666666669
Synth-C,dec-17,decision,0.28,strong,medium,0.26,0.5766666666666667,0.22666666666666666,0.32666666666666666,0.046666666666666634,0.25,0.15833333333333333,-0.1
Synth-C,dec-18,decision,0.25,strong,medium,0.26333333333333336,0.48666666666666664,0.33,0.32,0.07,0.16666666666666663,0.11166666666666664,0.010000000000000009
Synth-C,dec-19,decision,0.3,moderate,medium,0.19333333333333333,0.49666666666666665,0.37666666666666665,0.30333333333333334,0.003333333333333355,0.1933333333333333,0.15166666666666667,0.0733333333333333
Synth-C,dec-20,decision,0.22,strong,high,0.18333333333333335,0.48,0.4033333333333333,0.2866666666666667,0.06666666666666668,0.1933333333333333,0.14833333333333332,0.11666666666666664
Synth-C,moral-01,moral,0.22,strong,medium,0.12666666666666668,0.52,0.26333333333333336,0.31,0.09,0.21000000000000002,0.19666666666666666,-0.046666666666666634
Synth-C,moral-02,moral,0.15,strong,low,0.08333333333333333,0.47333333333333333,0.21333333333333335,0.11333333333333334,-0.03666666666666665,0.36,0.195,0.1
Synth-C,moral-03,moral,0.3,strong,medium,0.19666666666666666,0.5133333333333333,0.3833333333333333,0.3933333333333333,0.09333333333333332,0.12,0.15833333333333333,-0.010000000000000009
Synth-C,moral-04,moral,0.25,strong,low,0.13,0.47666666666666674,0.33,0.29333333333333333,0.043333333333333335,0.1833333333333334,0.17333333333333337,0.03666666666666668
Synth-C,moral-05,moral,0.15,strong,medium,0.13333333333333333,0.4666666666666666,0.25,0.18000000000000002,0.030000000000000027,0.2866666666666666,0.16666666666666663,0.06999999999999998
Synth-C,moral-06,moral,0.22,strong,medium,0.11333333333333333,0.48,0.33,0.2866666666666667,0.06666666666666668,0.1933333333333333,0.18333333333333332,0.043333333333333335
Synth-C,moral-07,moral,0.33,moderate,medium,0.23666666666666666,0.56,0.4366666666666667,0.35000000000000003,0.020000000000000018,0.21000000000000002,0.16166666666666668,0.08666666666666667
Synth-C,moral-08,moral,0.22,strong,low,0.13666666666666666,0.5066666666666667,0.31,0.32,0.1,0.1866666666666667,0.18500000000000003,-0.010000000000000009
Synth-C,moral-09,moral,0.45,moderate,low,0.3,0.6233333333333334,0.5066666666666667,0.44333333333333336,-0.006666666666666654,0.18000000000000005,0.1616666666666667,0.06333333333333335
Synth-C,moral-10,moral,0.38,moderate,low,0.3133333333333333,0.6266666666666666,0.3933333333333333,0.41,0.02999999999999997,0.21666666666666662,0.15666666666666665,-0.016666666666666663
Synth-C,moral-11,moral,0.15,strong,low,0.10666666666666667,0.38666666666666666,0.22666666666666666,0.11,-0.039999999999999994,0.27666666666666667,0.13999999999999999,0.11666666666666665
Synth-C,moral-12,moral,0.2,strong,low,0.11,0.48,0.3,0.26,0.06,0.21999999999999997,0.185,0.03999999999999998
Synth-C,moral-13,moral,0.18,strong,low,0.09666666666666666,0.41333333333333333,0.27,0.22,0.04000000000000001,0.19333333333333333,0.15833333333333333,0.05000000000000002
Synth-C,moral-14,moral,0.42,moderate,low,0.25666666666666665,0.6233333333333334,0.53,0.4633333333333334,0.04333333333333339,0.16000000000000003,0.18333333333333338,0.06666666666666665
Synth-C,moral-15,moral,0.35,moderate,low,0.25,0.6633333333333333,0.4333333333333333,0.41333333333333333,0.06333333333333335,0.25,0.20666666666666667,0.019999999999999962
Synth-C,moral-16,moral,0.2,strong,medium,0.16666666666666666,0.39666666666666667,0.29333333333333333,0.22333333333333336,0.023333333333333345,0.1733333333333333,0.115,0.06999999999999998
Synth-C,moral-17,moral,0.18,strong,low,0.09999999999999999,0.4066666666666667,0.20333333333333334,0.3233333333333333,0.1433333333333333,0.08333333333333337,0.15333333333333335,-0.11999999999999997
Synth-C,moral-18,moral,0.2,strong,medium,0.12333333333333334,0.4166666666666667,0.2833333333333333,0.27666666666666667,0.07666666666666666,0.14,0.14666666666666667,0.006666666666666654
Synth-C,moral-19,moral,0.42,moderate,low,0.32666666666666666,0.63,0.49666666666666665,0.48666666666666664,0.06666666666666665,0.14333333333333337,0.15166666666666667,0.010000000000000009
Synth-C,moral-20,moral,0.18,strong,medium,0.013333333333333334,0.42,0.18666666666666668,0.31,0.13,0.10999999999999999,0.20333333333333334,-0.12333333333333332
Synth-D,comp-01,competence,0.25,strong,high,0.13,0.56,0.26333333333333336,0.27666666666666667,0.026666666666666672,0.2833333333333334,0.21500000000000002,-0.013333333333333308
Synth-D,comp-02,competence,0.3,strong,high,0.12,0.58,0.31,0.33666666666666667,0.03666666666666668,0.2433333333333333,0.22999999999999998,-0.026666666666666672
Synth-D,comp-03,competence,0.3,strong,high,0.22,0.49,0.3233333333333333,0.37333333333333335,0.07333333333333336,0.11666666666666664,0.135,-0.050000000000000044
Synth-D,comp-04,competence,0.32,strong,high,0.2066666666666667,0.56,0.3933333333333333,0.3633333333333333,0.04333333333333328,0.19666666666666677,0.1766666666666667,0.030000000000000027
Synth-D,comp-05,competence,0.15,strong,medium,0.11,0.5066666666666667,0.18000000000000002,0.21,0.06,0.29666666666666675,0.19833333333333336,-0.02999999999999997
Synth-D,comp-06,competence,0.28,strong,high,0.19333333333333336,0.5166666666666667,0.35333333333333333,0.3133333333333333,0.03333333333333327,0.20333333333333342,0.16166666666666668,0.040000000000000036
Synth-D,comp-07,competence,0.2,strong,high,0.07666666666666667,0.45,0.23666666666666666,0.27,0.07,0.18,0.18666666666666668,-0.033333333333333354
Synth-D,comp-08,competence,0.33,strong,high,0.19333333333333336,0.59,0.39666666666666667,0.37666666666666665,0.046666666666666634,0.21333333333333332,0.1983333333333333,0.020000000000000018
Synth-D,comp-09,competence,0.3,strong,high,0.14,0.5366666666666666,0.3933333333333333,0.36000000000000004,0.06000000000000005,0.17666666666666658,0.1983333333333333,0.03333333333333327
Synth-D,comp-10,competence,0.27,strong,high,0.17666666666666667,0.48333333333333334,0.3333333333333333,0.3833333333333333,0.11333333333333329,0.10000000000000003,0.15333333333333332,-0.04999999999999999
Synth-D,comp-11,competence,0.38,moderate,high,0.24666666666666667,0.6766666666666667,0.38666666666666666,0.4633333333333334,0.08333333333333337,0.21333333333333337,0.21500000000000002,-0.07666666666666672
Synth-D,comp-12,competence,0.25,strong,high,0.19999999999999998,0.5466666666666667,0.23666666666666666,0.15666666666666665,-0.09333333333333335,0.3900000000000001,0.1733333333333334,0.08000000000000002
Synth-D,comp-13,competence,0.28,strong,high,0.19666666666666668,0.5433333333333333,0.36000000000000004,0.3,0.019999999999999962,0.24333333333333335,0.17333333333333334,0.06000000000000005
Synth-D,comp-14,competence,0.18,strong,medium,0.13,0.42,0.25666666666666665,0.21,0.03,0.21,0.145,0.04666666666666666
Synth-D,comp-15,competence,0.4,moderate,medium,0.34,0.6366666666666667,0.4466666666666667,0.3933333333333333,-0.00666666666666671,0.2433333333333334,0.14833333333333334,0.0533333333333334
Synth-D,comp-16,competence,0.45,moderate,medium,0.3833333333333333,0.6766666666666666,0.5166666666666666,0.4466666666666666,-0.0033333333333334103,0.23000000000000004,0.14666666666666667,0.07
Synth-D,comp-17,competence,0.32,moderate,medium,0.18999999999999997,0.58,0.3833333333333333,0.3633333333333333,0.04333333333333328,0.21666666666666667,0.195,0.020000000000000018
Synth-D,comp-18,competence,0.38,moderate,medium,0.3333333333333333,0.6233333333333334,0.4566666666666667,0.48666666666666664,0.10666666666666663,0.13666666666666677,0.14500000000000005,-0.029999999999999916
Synth-D,comp-19,competence,0.38,moderate,high,0.22666666666666666,0.6,0.39999999999999997,0.39999999999999997,0.019999999999999962,0.2,0.18666666666666665,0.0
Synth-D,comp-20,competence,0.48,weak,high,0.2333333333333333,0.6733333333333333,0.62,0.48,0.0,0.19333333333333336,0.22000000000000003,0.14
Synth-D,dec-01,decision,0.22,strong,medium,0.13333333333333333,0.5766666666666667,0.25,0.27,0.05000000000000002,0.30666666666666664,0.22166666666666668,-0.020000000000000018
Synth-D,dec-02,decision,0.2,strong,low,0.15,0.4633333333333334,0.19333333333333336,0.26333333333333336,0.06333333333333335,0.2,0.15666666666666668,-0.07
Synth-D,dec-03,decision,0.25,strong,low,0.17666666666666667,0.4166666666666667,0.2966666666666667,0.41,0.15999999999999998,0.00666666666666671,0.12000000000000001,-0.11333333333333329
Synth-D,dec-04,decision,0.3,moderate,low,0.16666666666666666,0.57,0.3866666666666667,0.32666666666666666,0.026666666666666672,0.2433333333333333,0.20166666666666666,0.06000000000000005
Synth-D,dec-05,decision,0.2,strong,medium,0.17333333333333334,0.4666666666666666,0.29,0.24333333333333332,0.04333333333333331,0.2233333333333333,0.14666666666666664,0.04666666666666666
Synth-D,dec-06,decision,0.28,strong,low,0.25666666666666665,0.5466666666666667,0.30666666666666664,0.26,-0.020000000000000018,0.28666666666666674,0.14500000000000005,0.046666666666666634
Synth-D,dec-07,decision,0.18,strong,medium,0.03333333333333333,0.4366666666666667,0.27666666666666667,0.1366666666666667,-0.04333333333333331,0.30000000000000004,0.2016666666666667,0.13999999999999999
Synth-D,dec-08,decision,0.22,strong,low,0.14,0.4466666666666666,0.30333333333333334,0.31,0.09,0.1366666666666666,0.1533333333333333,-0.006666666666666654
Synth-D,dec-09,decision,0.18,strong,medium,0.07333333333333333,0.44,0.19333333333333336,0.3133333333333333,0.1333333333333333,0.1266666666666667,0.18333333333333335,-0.11999999999999994
Synth-D,dec-10,decision,0.25,strong,medium,0.12,0.4966666666666666,0.2866666666666667,0.25,0.0,0.2466666666666666,0.1883333333333333,0.03666666666666668
Synth-D,dec-11,decision,0.22,strong,low,0.09666666666666666,0.4666666666666666,0.2966666666666667,0.25333333333333335,0.033333333333333354,0.21333333333333326,0.18499999999999997,0.043333333333333335
Synth-D,dec-12,decision,0.25,strong,medium,0.07666666666666666,0.4533333333333333,0.32666666666666666,0.3633333333333333,0.11333333333333329,0.09000000000000002,0.18833333333333332,-0.036666666666666625
Synth-D,dec-13,decision,0.25,strong,low,0.17333333333333334,0.6466666666666666,0.24333333333333332,0.3666666666666667,0.1166666666666667,0.2799999999999999,0.23666666666666664,-0.12333333333333338
Synth-D,dec-14,decision,0.2,strong,medium,0.13,0.43333333333333335,0.25333333333333335,0.19333333333333333,-0.006666666666666682,0.24000000000000002,0.15166666666666667,0.060000000000000026
Synth-D,dec-15,decision,0.2,strong,medium,0.11,0.49,0.31,0.29666666666666663,0.09666666666666662,0.19333333333333336,0.19,0.013333333333333364
Synth-D,dec-16,decision,0.25,strong,low,0.20000000000000004,0.57,0.35333333333333333,0.35000000000000003,0.10000000000000003,0.21999999999999992,0.18499999999999994,0.0033333333333332993
Synth-D,dec-17,decision,0.28,strong,medium,0.24333333333333332,0.5266666666666667,0.3066666666666667,0.37333333333333335,0.09333333333333332,0.15333333333333338,0.14166666666666672,-0.06666666666666665
Synth-D,dec-18,decision,0.25,strong,medium,0.09000000000000001,0.5966666666666667,0.3433333333333333,0.18666666666666668,-0.06333333333333332,0.41000000000000003,0.25333333333333335,0.15666666666666665
Synth-D,dec-19,decision,0.3,moderate,medium,0.08666666666666667,0.52,0.36000000000000004,0.3933333333333333,0.09333333333333332,0.1266666666666667,0.21666666666666667,-0.03333333333333327
Synth-D,dec-20,decision,0.22,strong,high,0.07,0.4366666666666667,0.22333333333333336,0.29,0.06999999999999998,0.14666666666666672,0.18333333333333335,-0.06666666666666662
Synth-D,moral-01,moral,0.22,strong,medium,0.06,0.5033333333333333,0.27,0.20333333333333334,-0.016666666666666663,0.29999999999999993,0.22166666666666665,0.06666666666666668
Synth-D,moral-02,moral,0.15,strong,low,0.13333333333333333,0.42333333333333334,0.12666666666666668,0.21333333333333335,0.06333333333333335,0.21,0.14500000000000002,-0.08666666666666667
Synth-D,moral-03,moral,0.3,strong,medium,0.13,0.5766666666666667,0.39999999999999997,0.26333333333333336,-0.036666666666666625,0.3133333333333333,0.22333333333333333,0.1366666666666666
Synth-D,moral-04,moral,0.25,strong,low,0.10666666666666667,0.6233333333333334,0.26333333333333336,0.3666666666666667,0.1166666666666667,0.2566666666666667,0.25833333333333336,-0.10333333333333333
Synth-D,moral-05,moral,0.15,strong,medium,0.03666666666666667,0.4666666666666666,0.19666666666666668,0.18666666666666668,0.03666666666666668,0.2799999999999999,0.21499999999999997,0.010000000000000009
Synth-D,moral-06,moral,0.22,strong,medium,0.12666666666666668,0.5133333333333333,0.26,0.24,0.01999999999999999,0.2733333333333333,0.1933333333333333,0.020000000000000018
Synth-D,moral-07,moral,0.33,moderate,medium,0.22,0.48,0.3333333333333333,0.3666666666666667,0.03666666666666668,0.11333333333333329,0.13,-0.03333333333333338
Synth-D,moral-08,moral,0.22,strong,low,0.15666666666666668,0.49333333333333335,0.3233333333333333,0.24666666666666667,0.026666666666666672,0.24666666666666667,0.16833333333333333,0.07666666666666663
Synth-D,moral-09,moral,0.45,moderate,low,0.30333333333333334,0.6133333333333334,0.45999999999999996,0.44,-0.010000000000000009,0.1733333333333334,0.15500000000000003,0.019999999999999962
Synth-D,moral-10,moral,0.38,moderate,low,0.29,0.6533333333333333,0.35666666666666663,0.37333333333333335,-0.006666666666666654,0.27999999999999997,0.18166666666666667,-0.01666666666666672
Synth-D,moral-11,moral,0.15,strong,low,0.006666666666666667,0.51,0.20333333333333334,0.26333333333333336,0.11333333333333337,0.24666666666666665,0.25166666666666665,-0.060000000000000026
Synth-D,moral-12,moral,0.2,strong,low,0.07333333333333335,0.54,0.35666666666666663,0.17666666666666667,-0.023333333333333345,0.3633333333333334,0.23333333333333334,0.17999999999999997
Synth-D,moral-13,moral,0.18,strong,low,0.05000000000000001,0.51,0.22,0.2833333333333333,0.10333333333333333,0.22666666666666668,0.23,-0.06333333333333332
Synth-D,moral-14,moral,0.42,moderate,low,0.23666666666666666,0.6333333333333333,0.5,0.4566666666666666,0.036666666666666625,0.1766666666666667,0.1983333333333333,0.04333333333333339
Synth-D,moral-15,moral,0.35,moderate,low,0.19666666666666666,0.5933333333333334,0.3833333333333333,0.43333333333333335,0.08333333333333337,0.16000000000000003,0.19833333333333336,-0.050000000000000044
Synth-D,moral-16,moral,0.2,strong,medium,0.06,0.4066666666666667,0.36000000000000004,0.23,0.03,0.17666666666666667,0.17333333333333334,0.13000000000000003
Synth-D,moral-17,moral,0.18,strong,low,0.09999999999999999,0.49,0.22999999999999998,0.3233333333333333,0.1433333333333333,0.16666666666666669,0.195,-0.09333333333333332
Synth-D,moral-18,moral,0.2,strong,medium,0.11666666666666668,0.4266666666666667,0.22666666666666668,0.29,0.08999999999999997,0.13666666666666671,0.155,-0.0633333333333333
Synth-D,moral-19,moral,0.42,moderate,low,0.31,0.7066666666666667,0.5266666666666667,0.47,0.04999999999999999,0.2366666666666667,0.19833333333333333,0.056666666666666754
Synth-D,moral-20,moral,0.18,strong,medium,0.05333333333333334,0.5233333333333333,0.23333333333333336,0.24666666666666667,0.06666666666666668,0.2766666666666666,0.235,-0.013333333333333308
Synth-L,comp-01,competence,0.25,strong,high,0.20333333333333334,0.5533333333333333,0.3433333333333333,0.3933333333333333,0.1433333333333333,0.16000000000000003,0.175,-0.04999999999999999
Synth-L,comp-02,competence,0.3,strong,high,0.18666666666666668,0.47666666666666674,0.31666666666666665,0.3233333333333333,0.023333333333333317,0.15333333333333343,0.14500000000000002,-0.006666666666666654
Synth-L,comp-03,competence,0.3,strong,high,0.27999999999999997,0.5433333333333333,0.3933333333333333,0.2866666666666667,-0.013333333333333308,0.25666666666666665,0.13166666666666668,0.10666666666666663
Synth-L,comp-04,competence,0.32,strong,high,0.17666666666666667,0.6166666666666667,0.47333333333333333,0.33666666666666667,0.016666666666666663,0.28,0.22000000000000003,0.13666666666666666
Synth-L,comp-05,competence,0.15,strong,medium,0.13,0.49333333333333335,0.32666666666666666,0.26333333333333336,0.11333333333333337,0.22999999999999998,0.18166666666666667,0.0633333333333333
Synth-L,comp-06,competence,0.28,strong,high,0.16333333333333333,0.5866666666666667,0.3666666666666667,0.25,-0.030000000000000027,0.33666666666666667,0.21166666666666667,0.1166666666666667
Synth-L,comp-07,competence,0.2,strong,high,0.14,0.6,0.30333333333333334,0.25,0.04999999999999999,0.35,0.22999999999999998,0.053333333333333344
Synth-L,comp-08,competence,0.33,strong,high,0.25666666666666665,0.5666666666666668,0.3633333333333333,0.4666666666666666,0.1366666666666666,0.10000000000000014,0.15500000000000005,-0.10333333333333333
Synth-L,comp-09,competence,0.3,strong,high,0.20333333333333334,0.5499999999999999,0.4533333333333333,0.3133333333333333,0.013333333333333308,0.23666666666666664,0.17333333333333328,0.14
Synth-L,comp-10,competence,0.27,strong,high,0.14666666666666667,0.5299999999999999,0.3333333333333333,0.33,0.06,0.1999999999999999,0.19166666666666662,0.0033333333333332993
Synth-L,comp-11,competence,0.38,moderate,high,0.23666666666666666,0.6466666666666666,0.35333333333333333,0.4266666666666667,0.04666666666666669,0.21999999999999992,0.20499999999999996,-0.07333333333333336
Synth-L,comp-12,competence,0.25,strong,high,0.15,0.5666666666666668,0.3433333333333333,0.27666666666666667,0.026666666666666672,0.2900000000000001,0.20833333333333337,0.06666666666666665
Synth-L,comp-13,competence,0.28,strong,high,0.18333333333333335,0.5266666666666667,0.27666666666666667,0.37666666666666665,0.09666666666666662,0.15000000000000008,0.1716666666666667,-0.09999999999999998
Synth-L,comp-14,competence,0.18,strong,medium,0.03,0.51,0.23666666666666666,0.24333333333333332,0.06333333333333332,0.2666666666666667,0.24,-0.006666666666666654
Synth-L,comp-15,competence,0.4,moderate,medium,0.2966666666666667,0.7066666666666667,0.4033333333333333,0.37999999999999995,-0.020000000000000073,0.3266666666666667,0.205,0.023333333333333373
Synth-L,comp-16,competence,0.45,moderate,medium,0.3,0.7233333333333333,0.5,0.5266666666666667,0.07666666666666672,0.19666666666666655,0.21166666666666664,-0.026666666666666727
Synth-L,comp-17,competence,0.32,moderate,medium,0.19999999999999998,0.6566666666666667,0.39999999999999997,0.25,-0.07,0.40666666666666673,0.2283333333333334,0.14999999999999997
Synth-L,comp-18,competence,0.38,moderate,medium,0.26666666666666666,0.5533333333333333,0.42,0.3566666666666667,-0.023333333333333317,0.19666666666666666,0.14333333333333334,0.0633333333333333
Synth-L,comp-19,competence,0.38,moderate,high,0.20666666666666667,0.6533333333333333,0.49333333333333335,0.43333333333333335,0.053333333333333344,0.21999999999999997,0.22333333333333333,0.06
Synth-L,comp-20,competence,0.48,weak,high,0.2833333333333333,0.6666666666666666,0.5466666666666667,0.49666666666666665,0.016666666666666663,0.16999999999999998,0.19166666666666665,0.0500000000000001
Synth-L,dec-01,decision,0.22,strong,medium,0.09333333333333334,0.48666666666666664,0.2833333333333333,0.3666666666666667,0.1466666666666667,0.11999999999999994,0.19666666666666666,-0.08333333333333337
Synth-L,dec-02,decision,0.2,strong,low,0.11666666666666665,0.43333333333333335,0.22666666666666666,0.24333333333333332,0.04333333333333331,0.19000000000000003,0.15833333333333335,-0.016666666666666663
Synth-L,dec-03,decision,0.25,strong,low,0.15,0.49333333333333335,0.3433333333333333,0.36333333333333334,0.11333333333333334,0.13,0.1716666666666667,-0.020000000000000018
Synth-L,dec-04,decision,0.3,moderate,low,0.17666666666666667,0.5133333333333333,0.3466666666666667,0.3133333333333333,0.013333333333333308,0.2,0.16833333333333333,0.03333333333333338
Synth-L,dec-05,decision,0.2,strong,medium,0.11333333333333334,0.4066666666666667,0.20333333333333334,0.2966666666666667,0.09666666666666668,0.10999999999999999,0.14666666666666667,-0.09333333333333335
Synth-L,dec-06,decision,0.28,strong,low,0.17,0.5033333333333333,0.4066666666666667,0.38999999999999996,0.10999999999999993,0.11333333333333334,0.16666666666666663,0.01666666666666672
Synth-L,dec-07,decision,0.18,strong,medium,0.013333333333333334,0.5166666666666667,0.2233333333333333,0.13333333333333333,-0.04666666666666666,0.3833333333333334,0.2516666666666667,0.08999999999999997
Synth-L,dec-08,decision,0.22,strong,low,0.08,0.5466666666666667,0.25333333333333335,0.30666666666666664,0.08666666666666664,0.2400000000000001,0.23333333333333336,-0.05333333333333329
Synth-L,dec-09,decision,0.18,strong,medium,0.09666666666666668,0.5033333333333333,0.26333333333333336,0.18666666666666668,0.006666666666666682,0.31666666666666665,0.2033333333333333,0.07666666666666669
Synth-L,dec-10,decision,0.25,strong,medium,0.07,0.5166666666666667,0.3466666666666667,0.2866666666666667,0.03666666666666668,0.23000000000000004,0.22333333333333336,0.06
Synth-L,dec-11,decision,0.22,strong,low,0.12,0.5666666666666667,0.22333333333333336,0.25333333333333335,0.033333333333333354,0.3133333333333333,0.22333333333333333,-0.03
Synth-L,dec-12,decision,0.25,strong,medium,0.13999999999999999,0.5666666666666667,0.33,0.37666666666666665,0.12666666666666665,0.19,0.21333333333333332,-0.046666666666666634
Synth-L,dec-13,decision,0.25,strong,low,0.14333333333333334,0.5166666666666666,0.2733333333333334,0.2933333333333333,0.04333333333333328,0.22333333333333333,0.18666666666666665,-0.019999999999999907
Synth-L,dec-14,decision,0.2,strong,medium,0.08333333333333333,0.5066666666666667,0.3133333333333333,0.2833333333333333,0.08333333333333331,0.22333333333333338,0.2116666666666667,0.02999999999999997
Synth-L,dec-15,decision,0.2,strong,medium,0.11666666666666665,0.48,0.33,0.3566666666666667,0.15666666666666668,0.1233333333333333,0.18166666666666667,-0.026666666666666672
Synth-L,dec-16,decision,0.25,strong,low,0.22666666666666666,0.6266666666666666,0.2733333333333334,0.41,0.15999999999999998,0.21666666666666662,0.19999999999999996,-0.1366666666666666
Synth-L,dec-17,decision,0.28,strong,medium,0.23,0.6033333333333334,0.2933333333333333,0.2733333333333333,-0.00666666666666671,0.33000000000000007,0.1866666666666667,0.019999999999999962
Synth-L,dec-18,decision,0.25,strong,medium,0.15666666666666665,0.59,0.37999999999999995,0.30333333333333334,0.053333333333333344,0.2866666666666666,0.21666666666666667,0.0766666666666666
Synth-L,dec-19,decision,0.3,moderate,medium,0.19000000000000003,0.5333333333333333,0.45999999999999996,0.35333333333333333,0.053333333333333344,0.18,0.17166666666666663,0.10666666666666663
Synth-L,dec-20,decision,0.22,strong,high,0.12666666666666668,0.37333333333333335,0.35000000000000003,0.3466666666666667,0.12666666666666668,0.026666666666666672,0.12333333333333334,0.003333333333333355
Synth-L,moral-01,moral,0.22,strong,medium,0.08666666666666667,0.49333333333333335,0.27,0.27,0.05000000000000002,0.22333333333333333,0.20333333333333334,0.0
Synth-L,moral-02,moral,0.15,strong,low,0.07,0.4633333333333334,0.19666666666666668,0.22333333333333336,0.07333333333333336,0.24000000000000002,0.19666666666666668,-0.026666666666666672
Synth-L,moral-03,moral,0.3,strong,medium,0.2333333333333333,0.5499999999999999,0.3566666666666667,0.37000000000000005,0.07000000000000006,0.17999999999999988,0.15833333333333333,-0.013333333333333364
Synth-L,moral-04,moral,0.25,strong,low,0.09333333333333334,0.5333333333333333,0.26,0.30333333333333334,0.053333333333333344,0.22999999999999998,0.22,-0.043333333333333335
Synth-L,moral-05,moral,0.15,strong,medium,0.04666666666666667,0.46,0.22,0.17666666666666667,0.026666666666666672,0.2833333333333333,0.20666666666666667,0.043333333333333335
Synth-L,moral-06,moral,0.22,strong,medium,0.14333333333333334,0.5166666666666667,0.3133333333333333,0.18333333333333335,-0.03666666666666665,0.33333333333333337,0.1866666666666667,0.12999999999999995
Synth-L,moral-07,moral,0.33,moderate,medium,0.16,0.62,0.37333333333333335,0.3633333333333333,0.03333333333333327,0.2566666666666667,0.22999999999999998,0.010000000000000064
Synth-L,moral-08,moral,0.22,strong,low,0.11333333333333334,0.5033333333333333,0.37666666666666665,0.21333333333333335,-0.006666666666666654,0.2899999999999999,0.19499999999999998,0.1633333333333333
Synth-L,moral-09,moral,0.45,moderate,low,0.4333333333333333,0.7266666666666667,0.4466666666666667,0.45999999999999996,0.009999999999999953,0.2666666666666667,0.1466666666666667,-0.013333333333333253
Synth-L,moral-10,moral,0.38,moderate,low,0.24333333333333332,0.6433333333333334,0.4533333333333333,0.37333333333333335,-0.006666666666666654,0.2700000000000001,0.20000000000000007,0.07999999999999996
Synth-L,moral-11,moral,0.15,strong,low,0.013333333333333334,0.42,0.2866666666666667,0.15,0.0,0.27,0.20333333333333334,0.1366666666666667
Synth-L,moral-12,moral,0.2,strong,low,0.12,0.43333333333333335,0.25333333333333335,0.2966666666666667,0.09666666666666668,0.13666666666666666,0.15666666666666668,-0.043333333333333335
Synth-L,moral-13,moral,0.18,strong,low,0.07333333333333333,0.55,0.2233333333333333,0.16333333333333333,-0.016666666666666663,0.3866666666666667,0.23833333333333334,0.05999999999999997
Synth-L,moral-14,moral,0.42,moderate,low,0.30333333333333334,0.6833333333333332,0.4366666666666667,0.4366666666666667,0.01666666666666672,0.24666666666666653,0.18999999999999995,0.0
Synth-L,moral-15,moral,0.35,moderate,low,0.27,0.6133333333333333,0.36000000000000004,0.30666666666666664,-0.043333333333333335,0.30666666666666664,0.17166666666666663,0.0533333333333334
Synth-L,moral-16,moral,0.2,strong,medium,0.12333333333333334,0.49,0.18000000000000002,0.23,0.03,0.26,0.18333333333333332,-0.04999999999999999
Synth-L,moral-17,moral,0.18,strong,low,0.06,0.5533333333333333,0.30666666666666664,0.26,0.08000000000000002,0.29333333333333333,0.24666666666666667,0.046666666666666634
Synth-L,moral-18,moral,0.2,strong,medium,0.07333333333333333,0.48,0.3066666666666667,0.22666666666666668,0.026666666666666672,0.2533333333333333,0.2033333333333333,0.08000000000000002
Synth-L,moral-19,moral,0.42,moderate,low,0.26333333333333336,0.6466666666666666,0.45,0.41,-0.010000000000000009,0.23666666666666664,0.19166666666666662,0.040000000000000036
Synth-L,moral-20,moral,0.18,strong,medium,0.09666666666666668,0.5333333333333333,0.24333333333333332,0.3,0.12,0.23333333333333334,0.21833333333333332,-0.05666666666666667
